2024-05-08 19:14:14 | INFO | stdout | /mnt/bn/vl-research/workspace/boli01/projects/demos
2024-05-08 19:14:24 | ERROR | stderr |   File "/home/tiger/miniconda3/envs/sglang/lib/python3.10/site-packages/anyio/to_thread.py", line 56, in run_sync
2024-05-08 19:14:24 | ERROR | stderr |     return await get_async_backend().run_sync_in_worker_thread(
2024-05-08 19:14:24 | ERROR | stderr |   File "/home/tiger/miniconda3/envs/sglang/lib/python3.10/site-packages/anyio/_backends/_asyncio.py", line 2144, in run_sync_in_worker_thread
2024-05-08 19:14:24 | ERROR | stderr |     return await future
2024-05-08 19:14:24 | ERROR | stderr |   File "/home/tiger/miniconda3/envs/sglang/lib/python3.10/site-packages/anyio/_backends/_asyncio.py", line 851, in run
2024-05-08 19:14:24 | ERROR | stderr |     result = context.run(func, *args)
2024-05-08 19:14:24 | ERROR | stderr |   File "/home/tiger/miniconda3/envs/sglang/lib/python3.10/site-packages/gradio/utils.py", line 605, in run_sync_iterator_async
2024-05-08 19:14:24 | ERROR | stderr |     return next(iterator)
2024-05-08 19:14:24 | ERROR | stderr |   File "/home/tiger/miniconda3/envs/sglang/lib/python3.10/site-packages/gradio/utils.py", line 788, in gen_wrapper
2024-05-08 19:14:24 | ERROR | stderr |     response = next(iterator)
2024-05-08 19:14:24 | ERROR | stderr |   File "/mnt/bn/vl-research/workspace/boli01/projects/demos/serve/gradio_web_server.py", line 170, in http_bot
2024-05-08 19:14:24 | ERROR | stderr |     if state.skip_next:
2024-05-08 19:14:24 | ERROR | stderr | AttributeError: 'NoneType' object has no attribute 'skip_next'
2024-05-08 19:14:25 | INFO | stdout | {'text': '请针对于这幅画写一首中文古诗。', 'files': ['/mnt/bn/vl-research/workspace/boli01/projects/demos/cache/0266b3f7b9311a93f0f38bc8cf0698b019c829b1/user_example_09.jpg']}
2024-05-08 19:14:29 | INFO | gradio_web_server | add_text. ip: 124.246.66.198. len: 15
2024-05-08 19:16:18 | INFO | stdout | /mnt/bn/vl-research/workspace/boli01/projects/demos
2024-05-08 19:16:18 | INFO | gradio_web_server | args: Namespace(host='0.0.0.0', port=None, controller_url='http://localhost:50010', concurrency_count=16, model_list_mode='once', share=False, moderate=False, embed=False)
2024-05-08 19:16:18 | INFO | gradio_web_server | Models: ['llava-next-72b']
2024-05-08 19:16:18 | INFO | gradio_web_server | Namespace(host='0.0.0.0', port=None, controller_url='http://localhost:50010', concurrency_count=16, model_list_mode='once', share=False, moderate=False, embed=False)
2024-05-08 19:16:19 | INFO | stdout | Running on local URL:  http://0.0.0.0:7860
2024-05-08 19:16:20 | INFO | stdout | 
2024-05-08 19:16:20 | INFO | stdout | To create a public link, set `share=True` in `launch()`.
2024-05-08 19:16:22 | INFO | gradio_web_server | http_bot. ip: 124.246.66.198
2024-05-08 19:16:22 | ERROR | stderr | Traceback (most recent call last):
2024-05-08 19:16:22 | ERROR | stderr |   File "/home/tiger/miniconda3/envs/sglang/lib/python3.10/site-packages/gradio/queueing.py", line 527, in process_events
2024-05-08 19:16:22 | ERROR | stderr |     response = await route_utils.call_process_api(
2024-05-08 19:16:22 | ERROR | stderr |   File "/home/tiger/miniconda3/envs/sglang/lib/python3.10/site-packages/gradio/route_utils.py", line 270, in call_process_api
2024-05-08 19:16:22 | ERROR | stderr |     output = await app.get_blocks().process_api(
2024-05-08 19:16:22 | ERROR | stderr |   File "/home/tiger/miniconda3/envs/sglang/lib/python3.10/site-packages/gradio/blocks.py", line 1847, in process_api
2024-05-08 19:16:22 | ERROR | stderr |     result = await self.call_function(
2024-05-08 19:16:22 | ERROR | stderr |   File "/home/tiger/miniconda3/envs/sglang/lib/python3.10/site-packages/gradio/blocks.py", line 1445, in call_function
2024-05-08 19:16:22 | ERROR | stderr |     prediction = await utils.async_iteration(iterator)
2024-05-08 19:16:22 | ERROR | stderr |   File "/home/tiger/miniconda3/envs/sglang/lib/python3.10/site-packages/gradio/utils.py", line 629, in async_iteration
2024-05-08 19:16:22 | ERROR | stderr |     return await iterator.__anext__()
2024-05-08 19:16:22 | ERROR | stderr |   File "/home/tiger/miniconda3/envs/sglang/lib/python3.10/site-packages/gradio/utils.py", line 622, in __anext__
2024-05-08 19:16:22 | ERROR | stderr |     return await anyio.to_thread.run_sync(
2024-05-08 19:16:22 | ERROR | stderr |   File "/home/tiger/miniconda3/envs/sglang/lib/python3.10/site-packages/anyio/to_thread.py", line 56, in run_sync
2024-05-08 19:16:22 | ERROR | stderr |     return await get_async_backend().run_sync_in_worker_thread(
2024-05-08 19:16:22 | ERROR | stderr |   File "/home/tiger/miniconda3/envs/sglang/lib/python3.10/site-packages/anyio/_backends/_asyncio.py", line 2144, in run_sync_in_worker_thread
2024-05-08 19:16:22 | ERROR | stderr |     return await future
2024-05-08 19:16:22 | ERROR | stderr |   File "/home/tiger/miniconda3/envs/sglang/lib/python3.10/site-packages/anyio/_backends/_asyncio.py", line 851, in run
2024-05-08 19:16:22 | ERROR | stderr |     result = context.run(func, *args)
2024-05-08 19:16:22 | ERROR | stderr |   File "/home/tiger/miniconda3/envs/sglang/lib/python3.10/site-packages/gradio/utils.py", line 605, in run_sync_iterator_async
2024-05-08 19:16:22 | ERROR | stderr |     return next(iterator)
2024-05-08 19:16:22 | ERROR | stderr |   File "/home/tiger/miniconda3/envs/sglang/lib/python3.10/site-packages/gradio/utils.py", line 788, in gen_wrapper
2024-05-08 19:16:22 | ERROR | stderr |     response = next(iterator)
2024-05-08 19:16:22 | ERROR | stderr |   File "/mnt/bn/vl-research/workspace/boli01/projects/demos/serve/gradio_web_server.py", line 170, in http_bot
2024-05-08 19:16:22 | ERROR | stderr |     if state.skip_next:
2024-05-08 19:16:22 | ERROR | stderr | AttributeError: 'NoneType' object has no attribute 'skip_next'
2024-05-08 19:16:30 | INFO | gradio_web_server | load_demo. ip: 124.246.66.198. params: {}
2024-05-08 19:16:34 | INFO | stdout | {'text': '请针对于这幅画写一首中文古诗。', 'files': ['/mnt/bn/vl-research/workspace/boli01/projects/demos/cache/0266b3f7b9311a93f0f38bc8cf0698b019c829b1/user_example_09.jpg']}
2024-05-08 19:16:38 | INFO | gradio_web_server | add_text. ip: 124.246.66.198. len: 15
2024-05-08 19:16:51 | ERROR | stderr | Traceback (most recent call last):
2024-05-08 19:16:51 | ERROR | stderr |   File "/home/tiger/miniconda3/envs/sglang/lib/python3.10/site-packages/gradio/routes.py", line 733, in predict
2024-05-08 19:16:51 | ERROR | stderr |     output = await route_utils.call_process_api(
2024-05-08 19:16:51 | ERROR | stderr |   File "/home/tiger/miniconda3/envs/sglang/lib/python3.10/site-packages/gradio/route_utils.py", line 270, in call_process_api
2024-05-08 19:16:51 | ERROR | stderr |     output = await app.get_blocks().process_api(
2024-05-08 19:16:51 | ERROR | stderr |   File "/home/tiger/miniconda3/envs/sglang/lib/python3.10/site-packages/gradio/blocks.py", line 1856, in process_api
2024-05-08 19:16:51 | ERROR | stderr |     data = await self.postprocess_data(fn_index, result["prediction"], state)
2024-05-08 19:16:51 | ERROR | stderr |   File "/home/tiger/miniconda3/envs/sglang/lib/python3.10/site-packages/gradio/blocks.py", line 1684, in postprocess_data
2024-05-08 19:16:51 | ERROR | stderr |     prediction_value = block.postprocess(prediction_value)
2024-05-08 19:16:51 | ERROR | stderr |   File "/home/tiger/miniconda3/envs/sglang/lib/python3.10/site-packages/gradio/components/multimodal_textbox.py", line 160, in postprocess
2024-05-08 19:16:51 | ERROR | stderr |     raise ValueError(
2024-05-08 19:16:51 | ERROR | stderr | ValueError: MultimodalTextbox expects a dictionary with optional keys 'text' and 'files'. Received str
2024-05-08 19:19:24 | INFO | gradio_web_server | http_bot. ip: 124.246.66.198
2024-05-08 19:19:27 | INFO | gradio_web_server | load_demo. ip: 124.246.66.198. params: {}
2024-05-08 19:19:30 | INFO | stdout | {'text': 'この猫の目の大きさは、どのような理由で他の猫と比べて特に大きく見えますか？', 'files': ['/mnt/bn/vl-research/workspace/boli01/projects/demos/cache/b7b8f04e74cda37d9a574c1a2098d7e4ee97b212/user_example_05.jpg']}
2024-05-08 19:19:33 | INFO | gradio_web_server | ============= template_name: qwen_1_5 =============
2024-05-08 19:19:33 | INFO | gradio_web_server | add_text. ip: 124.246.66.198. len: 37
2024-05-08 19:19:39 | INFO | gradio_web_server | model_name: llava-next-72b, worker_addr: http://localhost:40000
2024-05-08 19:19:39 | ERROR | stderr | Traceback (most recent call last):
2024-05-08 19:19:39 | ERROR | stderr |   File "/home/tiger/miniconda3/envs/sglang/lib/python3.10/site-packages/gradio/routes.py", line 733, in predict
2024-05-08 19:19:39 | ERROR | stderr |     output = await route_utils.call_process_api(
2024-05-08 19:19:39 | ERROR | stderr |   File "/home/tiger/miniconda3/envs/sglang/lib/python3.10/site-packages/gradio/route_utils.py", line 270, in call_process_api
2024-05-08 19:19:39 | ERROR | stderr |     output = await app.get_blocks().process_api(
2024-05-08 19:19:39 | ERROR | stderr |   File "/home/tiger/miniconda3/envs/sglang/lib/python3.10/site-packages/gradio/blocks.py", line 1856, in process_api
2024-05-08 19:19:39 | ERROR | stderr |     data = await self.postprocess_data(fn_index, result["prediction"], state)
2024-05-08 19:19:39 | ERROR | stderr |   File "/home/tiger/miniconda3/envs/sglang/lib/python3.10/site-packages/gradio/blocks.py", line 1684, in postprocess_data
2024-05-08 19:19:39 | ERROR | stderr |     prediction_value = block.postprocess(prediction_value)
2024-05-08 19:19:39 | ERROR | stderr |   File "/home/tiger/miniconda3/envs/sglang/lib/python3.10/site-packages/gradio/components/multimodal_textbox.py", line 160, in postprocess
2024-05-08 19:19:39 | ERROR | stderr |     raise ValueError(
2024-05-08 19:19:39 | ERROR | stderr | ValueError: MultimodalTextbox expects a dictionary with optional keys 'text' and 'files'. Received str
2024-05-08 19:19:39 | INFO | gradio_web_server | ==== request ====
{'model': 'llava-next-72b', 'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<image>\n请针对于这幅画写一首中文古诗。<|im_end|>\n<|im_start|>assistant\n', 'temperature': 0.2, 'top_p': 0.7, 'max_new_tokens': 512, 'stop': None, 'images': "List of 1 images: ['14dc2eeafa58f977589b57749e8b0eeb']"}
2024-05-08 19:19:57 | INFO | gradio_web_server | http_bot. ip: 124.246.66.198
2024-05-08 19:20:00 | INFO | gradio_web_server | ============= template_name: qwen_1_5 =============
2024-05-08 19:20:00 | INFO | gradio_web_server | model_name: llava-next-72b, worker_addr: http://localhost:40000
2024-05-08 19:20:00 | INFO | gradio_web_server | ==== request ====
{'model': 'llava-next-72b', 'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<image>\nこの猫の目の大きさは、どのような理由で他の猫と比べて特に大きく見えますか？<|im_end|>\n<|im_start|>assistant\n', 'temperature': 0.2, 'top_p': 0.7, 'max_new_tokens': 512, 'stop': None, 'images': "List of 1 images: ['6a216b113245e21e8b9f3b2f14599730']"}
2024-05-08 19:20:09 | INFO | gradio_web_server | この猫の目の大きさが他の猫と比べて特に大きく見える理由は、写真の角度と焦点の設定によるものです。写真は猫の顔から正面から撮影されており、猫の目がカメラに近づいているため、焦点が目に集中しています。これにより、猫の目がより大きく、より鮮明に見える効果が生じます。また、猫の顔が正面から撮影されているため、目が正面に直角に配置されているように見えることも、目が大きく見える要因の一つです。
2024-05-08 19:23:09 | INFO | stdout | /mnt/bn/vl-research/workspace/boli01/projects/demos
2024-05-08 19:23:09 | INFO | gradio_web_server | args: Namespace(host='0.0.0.0', port=None, controller_url='http://localhost:50010', concurrency_count=16, model_list_mode='once', share=False, moderate=False, embed=False)
2024-05-08 19:23:09 | INFO | gradio_web_server | Models: ['llava-next-72b']
2024-05-08 19:23:09 | INFO | gradio_web_server | Namespace(host='0.0.0.0', port=None, controller_url='http://localhost:50010', concurrency_count=16, model_list_mode='once', share=False, moderate=False, embed=False)
2024-05-08 19:23:09 | INFO | stdout | Running on local URL:  http://0.0.0.0:7860
2024-05-08 19:23:09 | INFO | stdout | 
2024-05-08 19:23:09 | INFO | stdout | To create a public link, set `share=True` in `launch()`.
2024-05-08 19:23:12 | INFO | gradio_web_server | load_demo. ip: 124.246.66.198. params: {}
2024-05-08 19:23:14 | INFO | stdout | {'text': 'この猫の目の大きさは、どのような理由で他の猫と比べて特に大きく見えますか？', 'files': ['/mnt/bn/vl-research/workspace/boli01/projects/demos/cache/b7b8f04e74cda37d9a574c1a2098d7e4ee97b212/user_example_05.jpg']}
2024-05-08 19:23:20 | INFO | gradio_web_server | add_text. ip: 124.246.66.198. len: 37
2024-05-08 19:23:28 | INFO | gradio_web_server | http_bot. ip: 124.246.66.198
2024-05-08 19:23:38 | INFO | gradio_web_server | ============= template_name: qwen_1_5 =============
2024-05-08 19:23:38 | INFO | gradio_web_server | model_name: llava-next-72b, worker_addr: http://localhost:40000
2024-05-08 19:23:38 | INFO | gradio_web_server | ==== request ====
{'model': 'llava-next-72b', 'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<image>\nこの猫の目の大きさは、どのような理由で他の猫と比べて特に大きく見えますか？<|im_end|>\n<|im_start|>assistant\n', 'temperature': 0.2, 'top_p': 0.7, 'max_new_tokens': 512, 'stop': None, 'images': "List of 1 images: ['6a216b113245e21e8b9f3b2f14599730']"}
2024-05-08 19:23:45 | INFO | gradio_web_server | この猫の目の大きさが他の猫と比べて特に大きく見える理由は、写真の角度と焦点の位置によるものです。写真は猫の正面から撮影されており、猫の目がカメラに直面しているため、目がより目立つように写っています。また、猫の顔が写真の中心に配置されているため、視覚的に目がより大きさを感じさせられます。実際の猫の目は、この写真で見たようには大きくないことが一般的です。
2024-05-08 19:24:06 | INFO | gradio_web_server | clear_history. ip: 124.246.66.198
2024-05-08 19:24:06 | ERROR | stderr | Traceback (most recent call last):
2024-05-08 19:24:06 | ERROR | stderr |   File "/home/tiger/miniconda3/envs/sglang/lib/python3.10/site-packages/gradio/routes.py", line 733, in predict
2024-05-08 19:24:06 | ERROR | stderr |     output = await route_utils.call_process_api(
2024-05-08 19:24:06 | ERROR | stderr |   File "/home/tiger/miniconda3/envs/sglang/lib/python3.10/site-packages/gradio/route_utils.py", line 270, in call_process_api
2024-05-08 19:24:06 | ERROR | stderr |     output = await app.get_blocks().process_api(
2024-05-08 19:24:06 | ERROR | stderr |   File "/home/tiger/miniconda3/envs/sglang/lib/python3.10/site-packages/gradio/blocks.py", line 1856, in process_api
2024-05-08 19:24:06 | ERROR | stderr |     data = await self.postprocess_data(fn_index, result["prediction"], state)
2024-05-08 19:24:06 | ERROR | stderr |   File "/home/tiger/miniconda3/envs/sglang/lib/python3.10/site-packages/gradio/blocks.py", line 1684, in postprocess_data
2024-05-08 19:24:06 | ERROR | stderr |     prediction_value = block.postprocess(prediction_value)
2024-05-08 19:24:06 | ERROR | stderr |   File "/home/tiger/miniconda3/envs/sglang/lib/python3.10/site-packages/gradio/components/multimodal_textbox.py", line 160, in postprocess
2024-05-08 19:24:06 | ERROR | stderr |     raise ValueError(
2024-05-08 19:24:06 | ERROR | stderr | ValueError: MultimodalTextbox expects a dictionary with optional keys 'text' and 'files'. Received str
2024-05-08 19:25:17 | INFO | stdout | /mnt/bn/vl-research/workspace/boli01/projects/demos
2024-05-08 19:25:17 | INFO | gradio_web_server | args: Namespace(host='0.0.0.0', port=None, controller_url='http://localhost:50010', concurrency_count=16, model_list_mode='once', share=False, moderate=False, embed=False)
2024-05-08 19:25:17 | INFO | gradio_web_server | Models: ['llava-next-72b']
2024-05-08 19:25:17 | INFO | gradio_web_server | Namespace(host='0.0.0.0', port=None, controller_url='http://localhost:50010', concurrency_count=16, model_list_mode='once', share=False, moderate=False, embed=False)
2024-05-08 19:25:18 | INFO | stdout | Running on local URL:  http://0.0.0.0:7860
2024-05-08 19:25:18 | INFO | stdout | 
2024-05-08 19:25:18 | INFO | stdout | To create a public link, set `share=True` in `launch()`.
2024-05-08 19:25:23 | INFO | gradio_web_server | load_demo. ip: 124.246.66.198. params: {}
2024-05-08 19:25:30 | INFO | stdout | {'text': 'この猫の目の大きさは、どのような理由で他の猫と比べて特に大きく見えますか？', 'files': ['/mnt/bn/vl-research/workspace/boli01/projects/demos/cache/b7b8f04e74cda37d9a574c1a2098d7e4ee97b212/user_example_05.jpg']}
2024-05-08 19:25:30 | INFO | gradio_web_server | add_text. ip: 124.246.66.198. len: 37
2024-05-08 19:25:31 | INFO | gradio_web_server | http_bot. ip: 124.246.66.198
2024-05-08 19:25:31 | INFO | gradio_web_server | ============= template_name: qwen_1_5 =============
2024-05-08 19:25:31 | INFO | gradio_web_server | model_name: llava-next-72b, worker_addr: http://localhost:40000
2024-05-08 19:25:31 | INFO | gradio_web_server | ==== request ====
{'model': 'llava-next-72b', 'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<image>\nこの猫の目の大きさは、どのような理由で他の猫と比べて特に大きく見えますか？<|im_end|>\n<|im_start|>assistant\n', 'temperature': 0.2, 'top_p': 0.7, 'max_new_tokens': 512, 'stop': None, 'images': "List of 1 images: ['6a216b113245e21e8b9f3b2f14599730']"}
2024-05-08 19:25:38 | INFO | gradio_web_server | この猫の目の大きさが他の猫と比べて特に大きく見える理由は、写真の角度と焦点の位置によるものです。写真は猫の正面から撮影されており、猫の目がカメラに近づいているため、目がより大きく見える効果が発生しています。また、猫の顔が写真の中央に配置されているため、視覚的に目がより目立つ効果も発生しています。
2024-05-08 19:25:48 | INFO | stdout | {'text': 'Please translate it to English', 'files': []}
2024-05-08 19:25:48 | INFO | gradio_web_server | add_text. ip: 124.246.66.198. len: 30
2024-05-08 19:25:49 | INFO | gradio_web_server | http_bot. ip: 124.246.66.198
2024-05-08 19:25:49 | INFO | gradio_web_server | ============= template_name: qwen_1_5 =============
2024-05-08 19:25:49 | INFO | gradio_web_server | model_name: llava-next-72b, worker_addr: http://localhost:40000
2024-05-08 19:25:49 | INFO | gradio_web_server | ==== request ====
{'model': 'llava-next-72b', 'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<image>\nPlease translate it to English<|im_end|>\n<|im_start|>assistant\n', 'temperature': 0.2, 'top_p': 0.7, 'max_new_tokens': 512, 'stop': None, 'images': 'List of 0 images: []'}
2024-05-08 19:25:49 | INFO | gradio_web_server | Please translate it to English.
2024-05-08 19:26:11 | INFO | stdout | {'text': '请针对于这幅画写一首中文古诗。', 'files': ['/mnt/bn/vl-research/workspace/boli01/projects/demos/cache/0266b3f7b9311a93f0f38bc8cf0698b019c829b1/user_example_09.jpg']}
2024-05-08 19:26:11 | INFO | gradio_web_server | add_text. ip: 124.246.66.198. len: 15
2024-05-08 19:26:12 | INFO | gradio_web_server | http_bot. ip: 124.246.66.198
2024-05-08 19:26:12 | INFO | gradio_web_server | ============= template_name: qwen_1_5 =============
2024-05-08 19:26:12 | INFO | gradio_web_server | model_name: llava-next-72b, worker_addr: http://localhost:40000
2024-05-08 19:26:12 | INFO | gradio_web_server | ==== request ====
{'model': 'llava-next-72b', 'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<image>\n请针对于这幅画写一首中文古诗。<|im_end|>\n<|im_start|>assistant\n', 'temperature': 0.2, 'top_p': 0.7, 'max_new_tokens': 512, 'stop': None, 'images': "List of 1 images: ['14dc2eeafa58f977589b57749e8b0eeb']"}
2024-05-08 19:26:18 | INFO | gradio_web_server | 星河灿烂，月光洒落，
山丘静谧，村庄安详。
梵高笔下，色彩斑斓，
描绘星空，尽展辉煌。

夜幕降临，月升天际，
繁星点点，如梦似幻。
梵高之笔，挥洒自如，
画出宇宙，尽展壮阔。

村庄静谧，月光洒落，
梵高之心，尽展辉煌。
星空灿烂，月光洒落，
尽展梵高，艺术之光。
2024-05-08 19:26:21 | INFO | gradio_web_server | regenerate. ip: 124.246.66.198
2024-05-08 19:26:22 | INFO | gradio_web_server | http_bot. ip: 124.246.66.198
2024-05-08 19:26:22 | INFO | gradio_web_server | ============= template_name: qwen_1_5 =============
2024-05-08 19:26:22 | INFO | gradio_web_server | model_name: llava-next-72b, worker_addr: http://localhost:40000
2024-05-08 19:26:22 | INFO | gradio_web_server | ==== request ====
{'model': 'llava-next-72b', 'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<image>\n请针对于这幅画写一首中文古诗。<|im_end|>\n<|im_start|>assistant\n', 'temperature': 0.2, 'top_p': 0.7, 'max_new_tokens': 512, 'stop': None, 'images': "List of 1 images: ['14dc2eeafa58f977589b57749e8b0eeb']"}
2024-05-08 19:26:28 | INFO | gradio_web_server | 星河灿烂，月光洒落，
山丘静谧，村庄安详。
梵高笔下，色彩斑斓，
描绘星空，尽展辉煌。

夜空深邃，繁星点点，
月亮高挂，如梦似幻。
梵高之笔，挥洒自如，
画出宇宙，尽展神韵。

村庄静谧，月光洒落，
梵高之心，尽展画中。
星空灿烂，尽展辉煌，
梵高之笔，尽展神韵。
2024-05-08 19:26:31 | INFO | gradio_web_server | clear_history. ip: 124.246.66.198
2024-05-08 19:26:35 | INFO | stdout | {'text': 'Write the content of this table in a Notion format?', 'files': ['/mnt/bn/vl-research/workspace/boli01/projects/demos/cache/7dcdac5ff3df641ae7eb47d8b7aaeab740e02de9/user_example_06.jpg']}
2024-05-08 19:26:35 | INFO | gradio_web_server | add_text. ip: 124.246.66.198. len: 51
2024-05-08 19:26:35 | INFO | gradio_web_server | http_bot. ip: 124.246.66.198
2024-05-08 19:26:35 | INFO | gradio_web_server | ============= template_name: qwen_1_5 =============
2024-05-08 19:26:35 | INFO | gradio_web_server | model_name: llava-next-72b, worker_addr: http://localhost:40000
2024-05-08 19:26:35 | INFO | gradio_web_server | ==== request ====
{'model': 'llava-next-72b', 'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<image>\nWrite the content of this table in a Notion format?<|im_end|>\n<|im_start|>assistant\n', 'temperature': 0.2, 'top_p': 0.7, 'max_new_tokens': 512, 'stop': None, 'images': "List of 1 images: ['f232ae48c28a3bb13d630adc2b79b1f9']"}
2024-05-08 19:26:48 | INFO | gradio_web_server | Certainly! Here's the content of the table in a Notion format:

---

| Signal | Num | Type | Description |
| --- | --- | --- | --- |
| SIGKILL | 9 | AEF | Terminate the execution of the process |
| SIGTERM | 15 | A | Terminate the execution of the process |
| SIGSTOP | 17, 19, 23 | DEF | Stop the process |
| SIGCONT | 18 | DEF | Continue the execution of the process |
| SIGCHLD | 17 | B | A child process has finished |
| SIGUSR1 | 10 | A | Signal from the user |
| SIGUSR2 | 10 | A | Signal from the user |

---

Please note that the "Num" column lists the signal numbers, "Type" indicates the type of signal, and "Description" provides a brief explanation of what each signal does.
2024-05-08 19:26:59 | INFO | gradio_web_server | clear_history. ip: 124.246.66.198
2024-05-08 19:27:03 | INFO | stdout | {'text': 'What characters are used in this captcha? Write them sequentially', 'files': ['/mnt/bn/vl-research/workspace/boli01/projects/demos/cache/675b15299f526cc866e41cae0f1fbaf3565e4b90/user_example_03.jpg']}
2024-05-08 19:27:03 | INFO | gradio_web_server | add_text. ip: 124.246.66.198. len: 65
2024-05-08 19:27:03 | INFO | gradio_web_server | http_bot. ip: 124.246.66.198
2024-05-08 19:27:03 | INFO | gradio_web_server | ============= template_name: qwen_1_5 =============
2024-05-08 19:27:03 | INFO | gradio_web_server | model_name: llava-next-72b, worker_addr: http://localhost:40000
2024-05-08 19:27:03 | INFO | gradio_web_server | ==== request ====
{'model': 'llava-next-72b', 'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<image>\nWhat characters are used in this captcha? Write them sequentially<|im_end|>\n<|im_start|>assistant\n', 'temperature': 0.2, 'top_p': 0.7, 'max_new_tokens': 512, 'stop': None, 'images': "List of 1 images: ['67fc0a3522d64360fa776288d8005526']"}
2024-05-08 19:27:05 | INFO | gradio_web_server | The characters used in this captcha are: 6, t, q, b, c, d, s.
2024-05-08 19:27:17 | INFO | stdout | {'text': 'What characters are used in this captcha? Write them sequentially', 'files': ['/mnt/bn/vl-research/workspace/boli01/projects/demos/cache/675b15299f526cc866e41cae0f1fbaf3565e4b90/user_example_03.jpg']}
2024-05-08 19:27:17 | INFO | gradio_web_server | add_text. ip: 124.246.66.198. len: 65
2024-05-08 19:27:17 | INFO | gradio_web_server | http_bot. ip: 124.246.66.198
2024-05-08 19:27:17 | INFO | gradio_web_server | ============= template_name: qwen_1_5 =============
2024-05-08 19:27:17 | INFO | gradio_web_server | model_name: llava-next-72b, worker_addr: http://localhost:40000
2024-05-08 19:27:17 | INFO | gradio_web_server | ==== request ====
{'model': 'llava-next-72b', 'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<image>\nWhat characters are used in this captcha? Write them sequentially<|im_end|>\n<|im_start|>assistant\n', 'temperature': 0.0, 'top_p': 0.7, 'max_new_tokens': 512, 'stop': None, 'images': "List of 1 images: ['67fc0a3522d64360fa776288d8005526']"}
2024-05-08 19:27:19 | INFO | gradio_web_server | The characters used in this captcha are: 6, t, q, b, c, d, s.
2024-05-08 19:27:26 | INFO | gradio_web_server | clear_history. ip: 124.246.66.198
